ID	MaternalHaploPop	PaternalHaploPop	HaploSeed
i2qgE0T	CEU	CEU	4043093215
Y0NsU9u	CEU	CEU	3323673032
J2lUwtJ	CEU	CEU	1906121908
Eu6kMmK	CEU	CEU	2433295211
SI8hzzh	CEU	CEU	2092187644
akWLLlH	CEU	CEU	1918249331
FCU5qb0	CEU	CEU	2328885361
nDPcZfc	CEU	CEU	2139242150
v2YKpXG	CEU	CEU	3305044159
9zFXqV2	CEU	CEU	18102803
EyoeLPL	MXL	MXL	1057055600
b2iHT5w	ASW	ASW	1009103628
A2q3Egr	CEU	CEU	3932808426
RIbfV02	CEU	CEU	1575649707
LtUeKva	CEU	CEU	4089713307
ySBOH0V	CEU	CEU	828558146
GdwXfjV	ASW	ASW	1980854479
QVXiMSG	CEU	CEU	4259634227
oXB83io	CHS	CHS	3542011855
zYN31e5	MXL	MXL	1800494071
a4gcD0f	CEU	CEU	2168073997
xibi6SQ	CEU	CEU	1537824962
ABw7suP	CEU	CEU	310122774
qtqCDXQ	CEU	CEU	3769592651
gfXIRLn	CEU	CHB	2234951103
D84nCYI	ASW	ASW	2389283212
jARwMiT	CEU	CEU	2818033481
HaJI5TL	CEU	CEU	847242962
crezFcK	CEU	CEU	3603161791
CJN1On1	CEU	CEU	3821119598
RkUVk3A	ASW	ASW	1320649771
nvHF5a2	ACB	ACB	99201212
AK6LTgB	CEU	CEU	2722175786
j9hNE1B	CEU	CEU	3016004051
WwK71Km	ASW	ASW	1172534618
toZvpxT	CEU	CEU	2272334958
AASTcet	CEU	CEU	468527412
rbWOyVH	CEU	CEU	117420718
ts71W55	ASW	ASW	1944896794
rwYop86	CEU	CEU	2434016994
KXiXqBH	CEU	CEU	4236002215
GWMNP7d	ASW	CEU	2982943905
kcViPV5	CEU	CEU	3356470932
ZCFhBKX	CEU	CEU	3054417975
kPRi0Tn	CEU	CEU	3039111240
bFnbCJO	CEU	CEU	3970821633
noQaxao	CEU	CEU	3277629373
I463olh	ASW	ASW	799854746
X6qkvAu	PUR	PUR	325774954
U4CjqrF	CEU	CEU	2331424248
yE2gRyN	ASW	CEU	3602239208
pFO4inC	CEU	CEU	3402424969
es8gVCS	CEU	ASW	1562445564
2qNOtM5	CEU	CEU	2835277928
Hf9iZno	ASW	ASW	2252750433
O4sfdss	CEU	CEU	1384580809
DyeG00L	CEU	GBR	2262297877
buOm4Qh	CEU	CEU	1376781987
PQxDWje	CEU	CEU	1573034429
Um1SmnE	MXL	MXL	403211285
wSWRjOk	CEU	PUR	1215196423
S2EEMVa	CEU	CEU	3356332905
VlqRxmd	MXL	MXL	2771539250
JD4xF4y	CEU	CEU	2033329911
vvxihOK	ASW	ASW	4089014784
wJmndwo	CEU	CEU	1152149809
UZ36px4	CEU	CEU	1697811745
wrNF1ZQ	CEU	CEU	4106161832
9swlNgf	MXL	MXL	2019156777
RWdDQKa	CEU	CEU	588756286
tHGKv73	CEU	CEU	1849471937
JJgCI9N	CEU	CEU	3455483762
z1XILSF	ASW	ASW	2330498734
3Y0GmvB	CEU	CEU	2347974063
wqQOouV	ASW	ASW	1769382767
lATQiP4	CEU	CEU	2392052954
x5eKkkk	GBR	ASW	313999054
EP1T4Du	CEU	CEU	3279483152
uZhpya9	CEU	CEU	1427490362
dFftQp3	GIH	GIH	329063051
wReBHtm	ASW	ASW	3198853035
QCJHWi0	CEU	CEU	4180207147
T9NjUSx	CEU	CEU	749302942
36Ld7gJ	CEU	CEU	3293847736
a1YJkPF	CEU	CEU	3846330796
l8N2Kru	MXL	MXL	117940516
J9mNM7t	CEU	CEU	353482022
8jT3CQw	ASW	CEU	753622999
cil0wkK	PUR	PUR	2053586758
6pwdcul	CEU	CEU	3058547599
TNUouzE	CEU	CEU	426060916
KoWjdkm	CEU	CEU	2273301228
jYkAr2N	CEU	CEU	2666793677
OcZfThH	CEU	CEU	2273167738
NmwzHi7	CEU	CEU	2555755513
AfLwyuG	CEU	CEU	581693775
CLdloju	ASW	ASW	1240504432
JBsc5ec	ESN	ESN	2845535031
gWlmhCY	CEU	CEU	3965761696
OV1KpBn	CEU	CEU	566721635
1xddPIa	GBR	GBR	2759346186
O1cqheM	CEU	CEU	4250831920
Vcv8uce	CEU	CEU	2244941696
lXodBSh	ASW	ASW	3440857265
PHWUCvG	CEU	CEU	2183636309
uLT7E4e	ASW	ASW	119961782
PHhHpOr	CEU	CEU	986374174
oP8cSyJ	ASW	CEU	2298538981
neSxTpZ	CEU	CEU	3364084849
c0YZHFi	CEU	CEU	2449784269
JOOKYay	MXL	JPT	477063220
wKz0EsC	CEU	CEU	3322834275
ARtpW5J	ASW	ASW	2882510456
GmIQIhm	ASW	ASW	1582761676
ZEaUCYv	CEU	CEU	2655734644
Fhih5M3	CEU	CEU	2989046582
j7IusBC	ASW	ASW	1461317100
9QbdISz	ASW	ASW	3962875462
Ukvzg96	ASW	ASW	2201751736
AKt6jxj	CEU	CEU	3317676931
Fp0mgr0	CEU	CEU	2767128225
aRxMWL9	CEU	CEU	407100364
gXFLm6z	CEU	CEU	2989286751
uHU0qTe	PUR	PUR	2337634297
thPHdkn	ASW	ASW	3238027759
AT4oBAX	PUR	MXL	2225397301
6t88RFY	ASW	ASW	2820030515
1rGSztu	CEU	CEU	4260162246
BDho5fQ	MXL	MXL	1882159909
OvpDYRJ	CEU	CEU	610017725
LChGlec	MXL	CEU	1093973661
Ut2wXzi	CEU	CEU	3097003131
Gc4weqf	MXL	MXL	2267802706
xdcT0sq	CEU	CEU	2342599491
CnFpk4X	ASW	ASW	1659199526
XBVSIyG	GBR	GBR	3062648377
Q53Sa2L	CEU	CEU	2956725488
UgouRcE	CEU	CEU	4117114000
RYPYy3f	CEU	CEU	172698152
okXzKcc	CEU	CEU	377413830
AXIvh75	CHS	CHS	1274152944
5t3psm1	CEU	ASW	3204274119
BIoeLEx	CEU	CEU	2223089632
c2veC7I	CEU	CEU	2363563451
PzThvkD	ASW	CEU	2621620674
wO7rWvT	CEU	GIH	3400735520
FY3hxMD	CEU	CEU	791059529
JAGzowo	CEU	CEU	2788863618
SsDM88l	ACB	ACB	694915070
JS27Efb	CEU	CEU	2045092728
wYoWHJj	ASW	ASW	2012058187
Qg2euhv	CEU	CEU	3033264142
TAwWBu8	CEU	CEU	2012829626
Vtm1nRu	CEU	ASW	1099086554
2hIlrsP	CEU	CEU	4005715069
pN8dRAo	CEU	CEU	2188790355
7Tmo957	CEU	GBR	1203480796
CCwBFWT	ACB	ACB	1531856474
xw2KEtl	CEU	CEU	440248835
mQcqbyN	CEU	CEU	311913520
kMe6njj	JPT	CEU	3464201599
9BvQHnM	MXL	MXL	143832458
hLLKQqT	CEU	CEU	2614497806
rcqPPju	ASW	ASW	3548366606
MVXbkBj	CEU	CEU	96430904
ys3DT0q	ASW	ASW	867204114
zg0MABA	CEU	CEU	2453068545
OFAhJWA	ASW	CEU	3755183645
aqv2x2O	ASW	ASW	2840315596
O6B3GQT	CEU	CEU	2039790218
mTRk90g	GBR	GBR	795116252
gC27OsK	CEU	CEU	1681133811
20jN1uP	JPT	JPT	1164083133
tdUT6Tv	CEU	CEU	2166698447
dhz6yIn	CEU	CEU	1011408074
oPZAOjV	JPT	JPT	3709016370
h1u6mD6	CEU	CEU	1020878671
SbXQiD2	ASW	ASW	1949416985
SmViwr7	CEU	CEU	2442264558
9Alwq2M	CEU	CEU	2735152404
HMEwYF9	ASW	ASW	2493060378
O9pqGNo	CEU	CEU	1120052284
deGGJSv	CEU	CEU	2341657204
ZG3r5u2	CEU	CEU	3797220198
eOISGXr	CHB	CHB	946867581
sLmemYb	CEU	JPT	2890234596
89KCleX	GIH	GIH	1816127946
RTezkes	ASW	ASW	3715586536
lJJgIvk	ASW	ASW	3734911138
jSmm8xg	MXL	MXL	1689358582
TB5KFtl	GBR	GBR	2788471714
mhlFUlF	ASW	CEU	2177199927
YAEjlrf	CEU	CEU	1708158057
b3QwR34	CEU	CEU	710873698
QfhGC6f	CEU	CEU	1513126751
sN512Lq	CEU	PUR	2321617243
bk0pPHI	CEU	CEU	3714354697
fKwP8DU	CEU	CEU	4234467592
jZe33c7	CEU	CEU	2437381595
P1v5fms	ASW	CEU	2023260349
4dvWktM	CEU	CEU	1712445021
PNXfddH	CEU	CEU	4187035611
WInriAt	CEU	CEU	412471510
c7D6Vxw	ASW	ASW	437159617
ruU08GC	CEU	CEU	1934601215
ixf0fyn	CEU	CEU	2740287829
CEqTYlN	CEU	CEU	563884483
Pvm8zEd	ASW	ASW	60236893
rEqfipm	CEU	CEU	922817877
TXVlBRL	CEU	CEU	2645948699
S9b115N	CEU	CEU	1617681143
nyYZfzM	CEU	CEU	2784840109
Yz0sVAP	CEU	CEU	3334767871
pw5P3l3	CEU	CEU	493585497
m0wMP1K	CEU	CEU	4115379096
7HH75nt	CEU	CEU	1099174128
Xgqsq1E	ASW	ASW	164956462
QljJkc2	CEU	ASW	413633241
ppbPvaN	CEU	CEU	3469860320
K6CoX1h	ASW	ASW	909858118
bIqroqj	CEU	CEU	1173029861
SrBGedM	CEU	CEU	1900054794
HCKtZF8	ASW	ASW	3440757863
3QzEjOR	CEU	CEU	3489127144
hGIs2H8	CEU	CEU	569220053
rUaBNiT	CEU	CEU	1107518477
sZTud1b	JPT	JPT	2307084746
YMpPL3k	CEU	CEU	1444704441
YUuocez	ASW	ASW	1191409278
LBwQdko	CEU	CEU	2853139411
MePLivg	CEU	CEU	759687885
gJkDco1	CEU	ASW	3867358441
zc2Xp0O	CEU	CEU	3465058222
dyipuDu	CEU	CEU	1183319406
c6ZA65l	CEU	CEU	4135084990
GUD4Igj	CEU	CEU	1292439118
EytmvzU	CEU	CEU	3435709871
XiOjsUL	CEU	CEU	1928861697
UUAD2zb	CEU	CEU	2793633281
aNaJHAB	CEU	CEU	2002282356
JISfJod	CEU	CEU	676497628
I9Ao8lc	CEU	CEU	2104899863
POlCztT	CEU	CEU	909870108
5ws4vkL	CEU	CEU	3289205623
ed1R7Pi	CEU	CEU	2201711128
qlbf9kd	ASW	ASW	1794682345
BWGOdB5	ASW	ASW	815312128
RPfeA59	CEU	CEU	1353362047
GUR87o9	CEU	ASW	1028487765
3x2MSEM	CEU	CEU	3389787957
9DBTAbL	CEU	CEU	3290889426
PyGfCar	ASW	ASW	1167190737
FsbqvnG	CEU	CEU	2057297912
BoigtoO	CEU	CEU	2760206226
JyWOxTo	CEU	CEU	302145211
2bS7OFV	JPT	JPT	4179698859
TBl9IMp	CEU	CEU	2226626131
gVPDGl0	CEU	CEU	3236343775
RGIbRb3	CEU	CEU	733017460
Kp6hdkX	CEU	CEU	3989824247
e9L9QZH	CEU	CEU	4015022090
s3bbmrE	CHS	CEU	2299758572
BDbehOH	CEU	CEU	243688331
F213G2M	CEU	CEU	1899880163
bZAR0rd	ASW	CEU	1838454091
9LXCdEA	CEU	ACB	2368968550
SUb5lRW	MXL	MXL	3086236502
OcNkFSf	GBR	GBR	3181373793
ZHTX37v	ASW	ASW	4049843598
oAGpAOn	CEU	CEU	2240304205
s9g3dop	CEU	CEU	4027929489
X0QTtf8	GBR	GBR	3512046474
QvqATkq	CEU	CEU	4059914669
orI9JYS	CEU	CEU	1457764946
378SHc4	ASW	ASW	1365474114
GDgfK0y	ASW	ASW	1522801535
KlXtBMY	CEU	ASW	3884004485
aojWnQI	CEU	CEU	1875408491
9WKE9bj	MXL	MXL	2242973359
bG9lKoi	CEU	CEU	2231282840
eFEDPra	CEU	CEU	956799410
fe270Q7	CEU	CEU	145617813
ySUyG4E	CEU	CEU	4210543471
MGwNwdW	ASW	ASW	2147103283
CMQjo74	CEU	CEU	3048517272
xHZ7zDu	ASW	CEU	2197082198
SVKhp9A	CEU	CEU	3644922514
DRwLSAV	CEU	CEU	611537550
O0K2VyX	CEU	CEU	749687306
pPI6atf	CEU	ASW	1769012321
oXIB2Nw	ASW	CEU	3467898209
UrG43D2	ASW	ASW	3793245622
5gxftYL	CEU	CEU	307916973
8q5eDWG	ASW	ASW	3114449081
YzQrDMh	PUR	PUR	3371711222
YwwnV1l	ASW	ASW	1268186486
gu6LlUt	CHS	CHS	2085287916
95N0NOE	CHS	CEU	4013414823
BBkYT7d	CEU	CEU	4184281977
Co0We9z	CEU	PUR	1425556641
WvnSBtu	ASW	ASW	4190854713
H3C7H8A	ASW	CEU	3915852422
KLCSwCG	CEU	CEU	1432098321
vFyB319	CEU	CEU	2128737264
32uRCD4	CEU	CEU	3439745777
DW5FU0H	MXL	MXL	881785460
Qdy7B82	CEU	CEU	534496421
SQ9XzKO	CEU	CEU	686887900
XLKmznJ	MXL	MXL	3162506681
RehqoVN	CEU	CEU	2035472082
yZ5GLRo	PUR	PUR	2964534494
5vVT0kH	CEU	CEU	932841659
e8SFMmO	CEU	CEU	3287959555
oOouj5z	CEU	CEU	1835396230
zgcDNcU	ASW	ASW	2797340247
4gUSRQB	ASW	CEU	1138667861
MOyAPpw	ASW	CEU	2284261918
uxhhWiK	CEU	CEU	3394661724
Gf9HEcR	CEU	CEU	2579353145
dIZNNx8	ASW	ASW	589284738
USp3dgA	CEU	ASW	267922431
7vDAD5j	CEU	CEU	644415324
FGTpHTO	CEU	CEU	510405785
KJdvS0f	ASW	ASW	2195549297
IXIMdQF	CEU	CEU	872641525
aSBJbXS	CEU	ASW	1687209126
v2ixNAZ	CEU	CEU	2200581230
dqqYoq3	GBR	GBR	2045578620
qRIMkOJ	ASW	ASW	3907524156
oiytBbw	CEU	CEU	2556959228
th84AEg	CEU	CEU	1818303546
UlCkdu9	CEU	CEU	3890665276
CrKySre	CEU	CEU	995340910
vbH9ie0	CEU	CEU	1599310306
Tv0kG6g	MXL	MXL	3683013187
vnDOV0j	CEU	CEU	1355858895
03STeJr	CEU	CEU	1387696254
zPaq1xa	CEU	CEU	907965748
xuKPNuy	CEU	CEU	2528300794
YbOlILc	CEU	CEU	3913791375
UqI6zxp	ASW	ASW	2608907626
rrGrpEz	CEU	CEU	3026187234
gt3hOKC	CEU	CEU	3781314521
w4uxLlS	CEU	CEU	1947192860
GD7Olie	CEU	CEU	2298256654
5N0sjff	CEU	CEU	1630682497
eOFZ8aR	MXL	MXL	873439498
P6kqxeG	ASW	ASW	3648536799
MbCbI43	CHS	CHS	2675418992
Qqwhr1b	CEU	CEU	3785941673
7m2I9gO	CEU	CEU	2844238191
ur9fGDf	CEU	CEU	3162766850
ndu8oOy	CEU	CEU	1937617764
Y7b7B6A	CEU	CHS	1194391891
bNm1fhZ	CEU	CEU	4131106646
VfzgxKt	CEU	CEU	1124745412
ghiLKME	CEU	CEU	1473109845
C81tUud	CEU	CEU	927404451
T4xXh4H	MXL	MXL	1498588796
nkaDZGf	CEU	CEU	2508776724
MIJ7uRC	MXL	MXL	3159163594
BNEvSJx	CEU	CEU	521492502
dIa05AQ	ESN	ESN	655583296
3EcYwDm	ASW	CEU	2332980085
Woj8bxY	CEU	CEU	2020505266
qbg999u	CEU	CEU	1070919287
f574V3z	CEU	CEU	1746104226
izVBvEQ	ASW	ASW	3961604255
Q7XtjI4	CEU	CEU	1999403921
ekv8qsk	CEU	CEU	4122114939
uBRUi9e	CEU	CEU	4156978528
oWwLret	CEU	CEU	1749163500
pK7xi0g	CEU	ASW	2210121615
rvCxezB	CEU	CEU	199927373
SoaYbTo	CEU	CEU	828284990
Wox62EY	ASW	ASW	1166018442
uil4ua5	CEU	CEU	3665112988
1XDlyJQ	GBR	GBR	3147594256
k92e1jm	ACB	ACB	1099170990
CgrnSOh	CEU	CEU	66564166
tyrpvEo	CEU	CEU	1861051336
0wACVCV	MXL	MXL	134082490
xKJBaBM	ASW	ASW	2405965083
8UeGJkn	CEU	CEU	579826380
iLVEAIN	CEU	CEU	1783231724
CYQ9fmt	CEU	CEU	2852854382
TfAvJ8u	CEU	CEU	127989075
Kd4Ir5g	PUR	PUR	609909845
xg0ting	CEU	CEU	659315399
aG6UT2N	CEU	CEU	1075117347
3tHlRJ4	CEU	CEU	253051091
TOnJqXf	CHB	CEU	2316034150
diohCvr	CEU	CHS	1534208704
TveDqkS	CEU	ASW	2295478433
Qbncilx	ASW	ASW	1949075236
qxGGsum	ASW	ASW	329454041
9MpBFK5	GIH	CEU	2265467393
k3X4QeI	ASW	ASW	2458223607
5WB0lxL	CEU	CEU	942882304
d3fBAMj	CEU	CEU	3379792460
idKp1Xi	CEU	CEU	760975380
WfnNYvJ	GBR	GBR	3571021732
X6AZ1ol	CEU	CEU	3092975540
wmv4yBp	CEU	CEU	1074739640
l6FGGVM	CEU	CEU	441254335
mzrsQXJ	ASW	ASW	3495954888
SO6dlnU	CEU	CEU	2431329129
Z5ujvSQ	CEU	CEU	903703530
6Ya8fNR	CEU	CEU	893515879
rrAwBNU	ASW	ASW	289937989
ggodxpd	MXL	ASW	1580648688
qgB9kSF	CEU	ACB	3319155164
APNk3Fp	ASW	ASW	1488139685
t60yzja	CEU	CEU	3706176647
Bv7DLy5	ASW	ASW	3204243467
3wnREJW	ASW	ASW	2837297058
Gz4I4be	ASW	ASW	1080361359
Doj9ofk	CEU	ASW	4095696402
dk3fn3l	CEU	CEU	2294731262
Te52mhE	CEU	CEU	1811160521
WhQUhM3	CEU	CEU	3277360757
cHUt59z	CEU	CEU	2161443306
mixb8oq	CEU	CEU	1137449807
G7qeGn3	CEU	CEU	1855528698
TNtykGz	CEU	CEU	3896418338
bkbogBH	CEU	CEU	1748005982
JQhdji8	CEU	CEU	994804157
Pcl3NxG	CEU	CEU	3862864406
qkS43V0	GBR	CEU	710461780
p3LwhUa	CEU	ACB	2570797415
5OOoJ9Q	CEU	CEU	1651874518
kUSyfnY	CEU	CEU	1148885877
inFI6Fg	CEU	CEU	3474098483
dUGrFCG	ASW	ASW	3205168892
Q8xesgi	CEU	CEU	3586429344
LtLU8R5	CEU	MXL	1189220106
txNcKDs	CEU	CEU	2296369412
ah71LrZ	CEU	CEU	3024907825
m045j3c	CEU	CEU	695639823
Jrp2z3m	CEU	CEU	1551232116
mkOyeXM	ASW	ASW	3750464259
JEQGsnv	CEU	CEU	1043431285
QBACg4a	ASW	ASW	3182626342
xnpYfRN	CEU	CEU	3396280692
OhSLSsw	CEU	CEU	519645577
cVin4ll	CEU	CEU	2641394155
lLIge8N	CHB	CEU	676465837
0qYQcso	CEU	CEU	4006888096
wUV1yOt	CEU	CEU	2551426883
m2N7hl4	CEU	ASW	3467764394
Dfje9ZO	GBR	GBR	2674946292
NQTTbAL	CEU	CEU	2577999597
uVwVlpi	CEU	CEU	2654414125
9R4Qm61	CEU	ASW	1306415746
Y348c73	CEU	MXL	4117868921
PKBoxmI	CEU	CEU	536346508
Frx1WbK	CEU	CEU	1387436405
YdGWCOi	CEU	CEU	3735075699
08e2x8P	CEU	CEU	20346027
6JfC68e	CEU	CEU	2630872294
0lIqhXp	CEU	CEU	1414393557
hgyLlis	MXL	MXL	2733520234
vs9Nx69	CEU	CEU	1107465770
4Fk26mw	CEU	CEU	2409059338
E6Pt3Gj	MXL	MXL	415707831
VkXf7Yu	CEU	GIH	2039610062
R2B1HaM	CEU	CEU	923436224
gudsONC	CEU	CEU	2259174421
pzQC8JU	CEU	CEU	3054554309
A2UTIJA	PUR	PUR	4153223236
EWOS8SH	ACB	ACB	1455833904
fhs3fHj	ASW	ASW	2876944020
K9gIxRK	CEU	CEU	25201583
ZXBk2ek	CEU	CEU	1659573021
7PVDoxY	CEU	CEU	2836546522
euIMfhT	GIH	GIH	2626226241
qtCoDOJ	ACB	ACB	2139441549
TlIhAHi	ASW	CEU	3754880877
8hEC8BZ	ASW	ASW	2615235583
Tq82qvR	ASW	ASW	1007375979
ny0ioai	CEU	CEU	2021688532
XRABLOI	CEU	CEU	936135960
z5OKTeK	CEU	CEU	258347617
JGmNUDh	ASW	ASW	2172157287
VeY812f	CEU	CEU	2530650030
08AQHdM	CEU	CEU	3755436467
33WzBqm	ASW	CEU	3529800419
5j0t6bP	ASW	ASW	4170120718
4dXpzji	ASW	ASW	2839382037
rS17VH1	CEU	CEU	3556815344
5dlbTRw	MXL	MXL	1091705401
TwrUzIV	ASW	ASW	966874622
tBEON84	CEU	CEU	1658412185
T4dFUzY	CEU	CEU	1898573452
ZDbrG65	CEU	CEU	2792792895
YTpSm8z	CEU	CEU	1943614692
RjuzDui	MXL	MXL	1715279932
FXB6oMh	CHS	CEU	2097309216
CHfQSA4	MXL	MXL	2239655923
zY40d3C	MXL	MXL	1193707743
8oeOvqa	CEU	CEU	2777429522
MGflBH7	CEU	CEU	848674637
Oa068Yb	ASW	CEU	3286385087
mCjeO2A	CEU	CEU	1909573633
lNBiJJN	CEU	CEU	865971466
D7oMsj6	ASW	ASW	121611601
uX1NPDs	CEU	CEU	885482415
IRrspNa	CEU	MXL	1048779058
hj1HUQd	ASW	ASW	3157730080
lsHmpgd	JPT	JPT	3904662411
K2hnmQM	CEU	CEU	3638134087
DPpLMRb	CEU	CEU	3137512530
DEeapN1	CEU	CEU	1317909789
elLbGyE	CEU	CEU	2157181151
qRBt3Pc	CEU	CEU	84691111
Fm2djMs	CEU	CEU	1137514864
N0MDz3z	ASW	ASW	3072529159
20W0x5h	CEU	ASW	1662568870
EaoK0Rc	CEU	CEU	3061329486
M0tlVAR	CEU	CEU	3219928367
6QS7CME	CEU	CEU	4276334144
UoiWqHv	CEU	CEU	1281898288
HtI6Onr	CEU	CEU	404759961
TrTaMB5	CEU	CEU	1078644430
3NdIpjZ	ASW	ASW	4123045584
pxwnxEm	GBR	GBR	754842123
2evysOu	CEU	CEU	2056776631
M2nvnUB	CEU	CEU	2632111731
ToKL2l5	CEU	ASW	2999421551
LfpVuzO	CEU	CEU	2888503450
FJ835pM	CEU	CEU	2441689272
rBESWyJ	ASW	CEU	2129553172
fimf8Mt	ASW	CEU	4156076825
Cz152Ch	CEU	CEU	309090446
bMqIovh	ASW	ASW	737506042
lfGit5l	CEU	CEU	3061994445
NGwknLB	ASW	ASW	1080154844
PiH4neu	CEU	CEU	2307150456
Kr3NXLr	CEU	CEU	3309624473
V1V6yLM	CEU	CEU	459514763
eM6tWyp	ASW	CEU	1915441539
r96iXj9	ASW	ASW	4054564624
tBa2rQ9	ASW	ASW	1776462753
ZPZoWCD	CEU	CEU	1492391507
jsnWAW0	CEU	CEU	1577354116
mZbhyOD	ASW	ASW	206485787
lPBokwr	ASW	ASW	1083102478
jleHlyB	CEU	CEU	2658951938
A49hb1x	CEU	CEU	2689929594
93eSpZY	CEU	CEU	458113709
78K2GnZ	ASW	ASW	2866644195
WNS3oXf	CEU	CEU	4116127542
QPtVwPq	CEU	CEU	373433494
5JcJPDR	CEU	CEU	2699686298
ktC4Yr3	CEU	ASW	2284907395
e0co2sy	CEU	CEU	2342913849
hx4A8Qj	ASW	ASW	1360652767
Wb7Kty9	MXL	MXL	1003618866
SlWTh8i	CEU	CEU	1068013689
7bLDT5K	CEU	CEU	1913565116
rYrC9MX	CEU	CEU	4221112440
fXe7g0D	GIH	GIH	655961497
w5OT7Cj	CEU	CEU	1843869746
PlJjwYn	CEU	ASW	2053081562
stECI1Q	CEU	CEU	1289408753
59Q1hpO	CEU	CEU	3950134382
D19qxhg	ASW	ASW	3532154806
Lm0VXnt	ASW	ASW	2325910004
J60iKA9	CEU	CEU	1098413115
ZNRBscR	ASW	ASW	1220299478
9oTiYWE	MXL	MXL	2665867506
sC2YDPI	ACB	ACB	2430083521
YKnHti7	CEU	CEU	2636034137
P6hf2nT	CEU	CEU	2150950817
5sfh0Fm	CEU	MXL	565754926
XnuNdkX	ASW	ASW	3088525077
w5JUwnD	CEU	CEU	1626670911
971j6f2	CEU	CEU	1187442645
uI6PS2j	CEU	CEU	3103887951
eyRSzzY	CEU	CEU	790464344
64uK8UH	ASW	ASW	1335476396
KRrD4ll	ASW	ASW	1018854579
PCtu6pF	CEU	CEU	560140716
1Vjp7oM	ASW	CEU	4032214224
GDXdHAU	CEU	CEU	3420746257
m2W7Ohi	CEU	CEU	1890196981
r3mJHKy	CEU	CEU	3866680199
BkzIq3y	CEU	CEU	2825851910
rdBNo6Y	CEU	CEU	1808577990
z4wY3ol	CEU	ASW	1363732046
Ghem0V2	CEU	CEU	5415302
cLKjkbx	CEU	ASW	3064907498
4RiZLbW	CEU	CEU	4186493305
eyzsYfg	CEU	ASW	2987499085
Q2Qfg3h	CEU	CEU	475182287
bnPeCzk	CEU	CEU	1452750031
AVBoFG8	CEU	ESN	449036410
jrmFOBw	ASW	ASW	484031906
pyAFNJM	CEU	CHS	2026768552
JEC3PR8	CEU	CEU	2927913968
kNSfyVE	CEU	CEU	1638265856
1GyoKno	CEU	CEU	4144497371
62nAz8u	CEU	CEU	321384882
xQ40iyI	CEU	CEU	2173406548
zgTIcHq	CEU	CEU	1073475346
MKVDtWw	CEU	CEU	3629422522
Yzd7xL9	CEU	CEU	1323988264
tvjx5nY	GBR	GBR	2888371721
QEJmYc5	MXL	MXL	2162993405
JCDUXvR	CEU	CEU	3700955515
HXqAVKb	CEU	CEU	133079178
QX8Fcdb	CEU	CEU	4111266693
Czdl6HI	ASW	CHS	3111259292
28D63p7	CEU	CEU	1043578884
Rvm9VCP	CEU	CEU	233860686
ETYTSxe	ASW	ASW	2216547971
qKwqJbj	CEU	CEU	2039861891
ipuRTuh	ASW	ASW	2920051436
rxc7gbU	ASW	ASW	1578398350
M0zwT6M	CEU	CEU	203189000
9GNtOcX	CEU	ASW	1592331130
13XZKof	CEU	CEU	4174312818
4DD0hIC	CEU	CEU	2653252170
bJb1ZIi	CEU	CEU	4208595984
u1LoZ6q	CEU	ASW	919473985
pIDmBZh	CEU	CEU	2884680584
LpIvipK	CEU	CEU	3239762968
bzCiM8I	CEU	CEU	2344367218
bZ2uVNY	CEU	CEU	2594589743
jDWMFoA	CEU	CEU	1531115290
9Vunv8V	CEU	CEU	3149192308
P8zezxA	CEU	CEU	2892869488
f5vunwe	CEU	CEU	2919093973
m4Aq1Qv	CEU	CEU	3747598300
SbTbeXz	CHB	CHB	1850485540
qnkx8Kx	CEU	CEU	2020515583
UGYDCCh	CEU	CEU	3713226263
p5D24BW	CEU	CEU	2642221119
MYKadZG	CEU	ASW	143906457
FvfHk5V	CEU	CEU	3544185489
VA2ZLcz	CEU	ESN	1959056213
AgJYg2C	CEU	CEU	207074441
sFRq1DB	CEU	CEU	2116148299
SFQXeZm	CEU	CEU	309924552
KJHRgHK	CEU	CEU	1783288679
CToVAYD	CEU	CEU	2293225330
yX0hqkL	CEU	CEU	4172604340
yYGmH2m	CEU	CEU	1038193345
j4xyXKm	CEU	CEU	4091003327
aZboQVl	ASW	ASW	3035600620
hUN58TM	CHS	CHS	2254897903
D5TqRM8	CEU	CEU	3221027821
lm56Jed	MXL	MXL	1598196563
H5MH3Yd	CEU	CEU	1686123844
sItAiOh	ASW	ASW	3829929842
2ESzD9p	CEU	CEU	1131288901
gKeoPug	CEU	CEU	3721383780
AHSdVug	CEU	CEU	3332362690
coeUKWQ	PUR	PUR	3717520710
quGcuMZ	CEU	CEU	266001978
GoFhS5H	CEU	CEU	1576279468
ilSfEI0	CEU	CEU	3419446185
rOAtSSp	CEU	ASW	4173711093
YKnvraG	PUR	CEU	2137113727
Zo2qeNK	ASW	ASW	1502311002
idwxXM5	CEU	CEU	3796369280
iMxHU9A	MXL	MXL	3876870533
XqeuD2z	ASW	ASW	670162797
goHcv9H	CEU	CEU	335674007
b8KoVL5	ASW	ASW	428000723
uxt7nfz	PUR	ASW	3447511944
539PCae	ASW	ASW	2605783404
iGgraqW	ASW	ASW	1833738800
EHFrE60	ASW	ASW	939204366
63FMxY5	ASW	CEU	1574339773
DKKn64H	CEU	CEU	3490640043
BRCmak3	CEU	CEU	3732232610
taxzLNY	CEU	CEU	1764638891
wkLewrI	CEU	CEU	586287200
sRdSpaH	CEU	CEU	1584916479
