ID	Contributors	SeqSeeds	Proportions
K9ZtRyF	vPIUGzL,J4FRiIR,WNA9V5Z	1915706184,136171345,3378798713	0.333,0.333,0.333
XgwH1HW	H5Z9TtL,BCkGSB2,6Qpp4tU	1460583669,164646170,3912033774	0.333,0.333,0.333
BbsYQRt	n75pjoE,xWCVJdy,T1g9Yad	3107591209,3375632667,3866114704	0.333,0.333,0.333
dMfr8nJ	clbfDzD,MJylqju,NLatuSb	1246533951,1313401546,2246726219	0.333,0.333,0.333
eyFJz3F	KpCAQfY,BVlPFnL,PjAZEiA	3220807830,305640648,4034983910	0.333,0.333,0.333
rwIIweB	9JEA40D,QCxU6a3,f8bbslC	2815132399,389663417,2479699765	0.333,0.333,0.333
pfnSGBh	A4AFZ4m,2bNVwNu,ZUZ59DB	1061519064,2729144741,3262400788	0.333,0.333,0.333
LUXqz0s	9tSva1U,xdMkkK8,XRoKRsx	704233003,904995015,3964697108	0.333,0.333,0.333
yGSI8ft	AhRK1ko,oWGoza5,RsoYwx2	1658415527,1913676296,3543132075	0.333,0.333,0.333
qpsaItm	2ut40z7,MK9jt6o,1dwOFVU	2421884956,3197383093,3501453785	0.333,0.333,0.333
MHNx6s3	kTqJWdr,H9qSvFZ,oN5RNl2	4144428845,3149311503,44864882	0.333,0.333,0.333
2L7cDB4	3MQWpAT,mb9445X,xJis4FO	1466155223,4171453574,640799776	0.333,0.333,0.333
RT6bZDg	ehgBDaZ,zB9APpG,mjujLg6	2566180735,1305553479,912993250	0.333,0.333,0.333
bRWv3Fl	1uH71xd,0kQ0uMz,sGStkvR	705940328,3104249815,1817903493	0.333,0.333,0.333
jjIrHIE	qlsePMZ,M3WlgRl,cq9qinr	2944594837,1493237944,1727418908	0.333,0.333,0.333
snYuObP	jx8VGow,lvYsAgz,zzpnHVe	533266667,425027558,3268581729	0.333,0.333,0.333
ctG2PrM	Ps79vXd,YnBm3mc,ZR7apt7	432905937,301249686,305921578	0.333,0.333,0.333
xXbFsOh	qjwIQtH,kxELYSG,R6GFP8K	3004639154,868421207,2148535269	0.333,0.333,0.333
uJ3XoK9	56vDuah,7DkGeup,xVL4UvV	2625828490,3797014256,1554430024	0.333,0.333,0.333
a95GHYs	7Vr1kEf,Mzx7RG4,2K3JSz2	41095467,4009475667,2992470153	0.333,0.333,0.333
V7Cjcdv	9Wi2SyA,SLuVtQ4,gGmxGWv	1628975640,1343782120,3616617716	0.333,0.333,0.333
NnwfnNR	m8Yl12L,FIGG76n,zyWpD2z	1782818091,91198889,839730742	0.333,0.333,0.333
HBoo4uI	SMLms2W,Qrla0Cp,5645PVY	3141280257,1719478081,405536141	0.333,0.333,0.333
pyDD1Tv	Lv29Vlp,C4ruoei,a81ePbQ	208105997,2432492904,2687880355	0.333,0.333,0.333
zcs7KjJ	GJeCnO1,LEtd3Hp,V4jmXdI	930047243,2261422396,240565858	0.333,0.333,0.333
lzHOYEK	qLAKxYS,MLsf6Hk,MDMvL3s	113008208,333054266,351859620	0.333,0.333,0.333
WyTn6R1	Xpqyzps,at3SeLD,K3CCEtt	3720695775,468686693,2149888232	0.333,0.333,0.333
4iPl7Dq	M44pWOM,UtMdwbl,Z65hlUv	995325807,3677266093,3911097947	0.333,0.333,0.333
3PAb1Ae	Dq8ffU1,GaUTYra,azcdGkP	467653379,3078600351,3250206421	0.333,0.333,0.333
5nvs7y1	OxhEvez,WB1cevl,afxIL3t	743569959,67112077,1060998038	0.333,0.333,0.333
ApjnxVa	3HTlxXW,XUECVZh,wvB7L7U	2907519869,1288067576,795318983	0.333,0.333,0.333
ClDBNZJ	wBEhJta,2ePcy0R,UZok2uZ	1395465752,844356754,1851427552	0.333,0.333,0.333
iWTcvoD	ZVhWZpj,aT53YIy,xh80AM3	1911069848,3991113701,66292458	0.333,0.333,0.333
f1ZrrUr	LzmROUd,WcxMQMh,HZteezk	3919751820,4036058411,142202053	0.333,0.333,0.333
YW4fs0Y	wq1Z13g,JJLwvGu,3LfqYTG	153322495,1499872660,3923807460	0.333,0.333,0.333
aueXseb	ws7VJoR,wr6D94J,mntotH0	3623333202,86827145,4232473019	0.333,0.333,0.333
HtXl1i6	6qwqn4C,EorZLNQ,GHgxBiR	2996075394,3666593489,2953195264	0.333,0.333,0.333
WCmsLnr	fppsgSA,1PLML6o,mMD1Y1y	1973157869,1528818875,3305089195	0.333,0.333,0.333
UIZhz5h	0DK1mio,uts99UK,x4erCbi	2455190951,3800226647,2924276403	0.333,0.333,0.333
FSok49W	vK21J5e,y1gsypM,rEj9iDh	1558227297,3677091667,2863867532	0.333,0.333,0.333
YcJXnGT	Qzhs5AG,5XLXBRZ,FJyTFUn	12336675,741732650,144115571	0.333,0.333,0.333
eZ9l0fW	HpQLFF9,EmZJCUL,JnQCCcr	1836889472,3433030802,3877020520	0.333,0.333,0.333
fNAaAOV	HIyXJYP,jRg4VMQ,9lJaii8	1419049991,2076442298,3617143122	0.333,0.333,0.333
b1fKnPL	v1PG53h,e1lUmdT,qQG8JsY	837559460,175376203,1642687638	0.333,0.333,0.333
xNPGIAG	HmbQCck,kiT9dz8,zgxAjol	1267811626,1886771347,1750925449	0.333,0.333,0.333
p6SGBak	mb98y9q,HaRCPa9,j6bB04x	1688861533,1957890765,1841680221	0.333,0.333,0.333
lEyACXf	hxuo0I0,DMKtK7N,cKtFiHg	1546834805,490805443,2941876916	0.333,0.333,0.333
5c60gT5	JIg5opT,YxPqtRe,jA1vooC	908206021,1454303627,1862657219	0.333,0.333,0.333
McLhM55	Gy7M7cr,LGu7KIw,KwF74JX	3518858009,3797040455,3477549132	0.333,0.333,0.333
VGxtklx	hl48lcr,XXqq3Uu,7FbPt8q	1983041583,3570801211,2971430867	0.333,0.333,0.333
fhPp8Pu	VpC6zjZ,tNKmPiO,GcjLiXC	3511516856,1637594132,3487180142	0.333,0.333,0.333
zFJaYbS	bDx8sk7,cnZxID7,1l29ZPT	1040954776,3538013413,4191029898	0.333,0.333,0.333
bgJmPdM	5LadhoT,CZsENyh,XYjPR6x	4132796363,4230008720,3100442484	0.333,0.333,0.333
C0Snqpr	qIB2lD6,9mOjla5,mKaeSqr	3603432985,3215274271,2246916391	0.333,0.333,0.333
5r32Rx5	5gPE8ga,oGjwVue,cI3rHaV	3378350708,1205218860,2798650366	0.333,0.333,0.333
0322Qhi	0KvV4OE,PSCJYSc,VU2dkGB	1762515260,4194085280,4009042461	0.333,0.333,0.333
aibogzR	MFNiZtD,JjOejYa,84Co3hB	3432651040,2808819949,1377650204	0.333,0.333,0.333
VW2biqC	ZDFD7Kt,wo5zth2,dIndMSq	723593466,4290137185,2425760646	0.333,0.333,0.333
fNzBdJa	QD6ljxX,QmAECvK,HKBTHIp	516101723,4088165191,903818986	0.333,0.333,0.333
PHtpBdt	ucZfxFO,nFjnqFe,n7C0w5L	3546835863,3587445988,247273882	0.333,0.333,0.333
dj8pGr5	7xbUJ42,lSvU4lA,9KsOhrQ	668665854,1169216744,2409762777	0.333,0.333,0.333
gTsMfFh	Bthb0cw,A7u42Mv,wqqBeAM	2388415155,161132928,3787014711	0.333,0.333,0.333
A5a0lG3	OSx7PT5,QzoTTWJ,c91nrzD	1576746917,791079009,3907240787	0.333,0.333,0.333
dHhSzfN	u3ZgMHC,kl3qyn5,bFnAFcB	704539880,3093500533,3806963413	0.333,0.333,0.333
EbXXncm	cGAPNnF,fykoERc,YRYTFlL	1229675693,4196038794,1495836749	0.333,0.333,0.333
X01xBPj	E39SMAQ,xjBMXwQ,mpfL4r7	1546720864,3669894605,2702658277	0.333,0.333,0.333
LMQahUo	t41ZGtn,LhM2s3L,2P4mkDb	3250452403,2187991140,1298424841	0.333,0.333,0.333
PjcigHa	nvbPFqR,0C2ryJd,vTmqkBh	1429204646,1708242638,2332298584	0.333,0.333,0.333
hn7cZdl	OsUusGo,VBdJHnG,ImwD0S9	3638215037,2686820487,1426843160	0.333,0.333,0.333
eeQ7UHB	7XQa52e,4Lw7ZSF,Iezl9v1	2438561097,2663110142,188203627	0.333,0.333,0.333
IDfGL4P	YAFbviN,N0J9crB,Xhs9mhy	1266161700,1904521428,616796916	0.333,0.333,0.333
cWoc4uz	iK0q4aM,bH7c9nG,qFidQll	1625048787,174223941,111009903	0.333,0.333,0.333
aeapOGN	oHtpJql,FNHqFzu,xkgXHs5	100341624,1303019263,1388093172	0.333,0.333,0.333
s2dfbam	qgi7EAp,HCPcmpi,MUc1DQ0	517142689,2066892855,1936127746	0.333,0.333,0.333
Mivv9dJ	iuTDdwc,fPVsQGL,FdhNyor	883928824,54005403,1437889217	0.333,0.333,0.333
fFtWrGp	M1COrND,88ecOKg,yehHLmQ	3663444322,4119319066,410292941	0.333,0.333,0.333
CIsk4XV	ZQqhIrA,OH2thWM,Uvb3Ztf	1505822881,1727791999,3953138981	0.333,0.333,0.333
x7gWrYZ	tTDV7td,qDkLqfS,KDiH48V	4105795291,2847572670,2172283739	0.333,0.333,0.333
4PmX07F	tlFGqu4,Y1T610x,LYyVemF	256252343,1926228212,3949294817	0.333,0.333,0.333
geJypsH	9nnpT9E,sg94Snp,rYj9kl2	1325553548,1554927750,4084816744	0.333,0.333,0.333
SO9Lpb1	abEKu2A,TCFosWD,rEdQWIJ	1274304635,899898878,2619043040	0.333,0.333,0.333
H3Nivf7	SyNlv1r,OI3gkzL,OkrOo38	1606651290,404642351,2731250	0.333,0.333,0.333
idQRnrZ	9J6Jcnj,PzyaJ13,iHQzT2X	2298833423,1956081478,1015612251	0.333,0.333,0.333
1Tssff7	TVMCRxn,7FM3pHM,JurXHUI	1737864144,2653657941,728150477	0.333,0.333,0.333
B794cVN	IOwTfgT,XhOHBzN,Rh0WaZS	2018920632,3760213995,2312887967	0.333,0.333,0.333
S6Ukfce	kLheQ7r,4Q8L6Qi,gRQybCe	1883622099,4238511522,2199623330	0.333,0.333,0.333
mBFJ56P	NuWyw9b,1WCRamC,UPPgJtH	2518022346,3533756723,3750984565	0.333,0.333,0.333
zabs557	niToGfv,q1jfMDP,bcM9Ife	1451281753,1155402672,965270168	0.333,0.333,0.333
nG5BI3K	0EVrvkG,3sQAv3V,4wMkekM	3825513160,3852163754,1553652250	0.333,0.333,0.333
JK2xxZr	HDRcMJs,qC3W4wP,0y9LTul	4134022995,250265060,614878807	0.333,0.333,0.333
jG0xfYd	XO5Y4aX,X6Q1fOk,S4ra7xh	3410934280,2003316855,1505596639	0.333,0.333,0.333
Bq3E7Of	Y3DvADN,Q1ol1T3,2y0zuaI	2677216270,388575254,103115924	0.333,0.333,0.333
4NTYmhC	uFxWkLy,95KFXUf,mTSSKHh	2809571591,810805049,3435356211	0.333,0.333,0.333
ksOpvsY	qhcipxm,W5o0FH1,uQJ3QBb	2864691241,2799824391,2166939166	0.333,0.333,0.333
AzCin1T	9sIARrS,g9u9j1r,db4u7ZI	1141707385,183460980,817766775	0.333,0.333,0.333
4QXYv1G	neOQWyd,s7Tp97i,b4pExxJ	3597422265,2478670063,3906125557	0.333,0.333,0.333
XCf5y0e	EqMHMY0,ustKlJ4,SzzWhB9	2265545675,907781577,2021927600	0.333,0.333,0.333
kFa1N8h	vkgLv6N,KIbg8A7,COaAhY1	3733217951,1591501424,2155066743	0.333,0.333,0.333
mN8p7qb	Dmd0sTK,4lzWHRf,MyxD7E1	1269894166,251274294,313810078	0.333,0.333,0.333
C30eWSB	bm2Fdkc,oGpeT07,mtvi6SO	3369092372,182713392,1475073416	0.333,0.333,0.333
IPHknBf	ltqri2e,5AEe8CI,wyPonJ3	1190295384,368168174,174272316	0.333,0.333,0.333
fwiPOJW	cevt8yd,SfJKvid,YyeaaaZ	3650356180,1142955034,3219542227	0.333,0.333,0.333
f3x9Bp7	8VEwA3y,dMs9x7d,zMSovHT	2116387120,3880039212,593516959	0.333,0.333,0.333
xcOpN1y	ijiCWpn,zU80Vvt,rCLUiDF	1586657324,1586910678,940603464	0.333,0.333,0.333
YBKGzie	EPo4iU3,cNsmKzK,0w6HopM	2148617249,2270180559,2667561378	0.333,0.333,0.333
sgKbtQE	2byAFRb,FVF7ucH,RrJIUtI	710530050,2170200336,3850221166	0.333,0.333,0.333
zjmGmXH	QLO6V3T,HLXKnqg,OD4QZrV	1952340195,1402707215,2014263152	0.333,0.333,0.333
ichEEx2	gTVmiMF,4ihHrLT,sWJdubT	1948438462,2603276934,797365831	0.333,0.333,0.333
DeY43ZP	lyWBZZz,Z1Kp60a,ZKkxX4d	1973158240,2192138640,345847590	0.333,0.333,0.333
va9PaYR	JOwPt9Q,1MOyvGI,CCS7EXW	3146036308,682424245,1009375419	0.333,0.333,0.333
iNtjEYN	pjqyJP1,FaW7Lv5,IKQl5aw	3757878808,1718734279,1334878898	0.333,0.333,0.333
VyDuIuV	pO9dmkT,zgeogHi,XPy6mVr	373386531,782579827,2125537014	0.333,0.333,0.333
XqIuM3e	pSgqy6Q,aRnkLCM,iP7NurP	336195122,3734323720,1728404895	0.333,0.333,0.333
a6YkPTG	pUOjCez,AppSiqK,Y7ZpkUK	2055824095,1265238812,2552621909	0.333,0.333,0.333
QgVZpnR	fHLmtZV,KeiZ49a,81xuZLW	3978830970,1287495651,2012181530	0.333,0.333,0.333
ynSQhdc	BKNYe0m,yvVMHjp,CHB36Oy	662167148,338153695,3627403848	0.333,0.333,0.333
QyJCI5K	eDDIZUg,vpGLX2p,RPt4gex	2271781089,2370990693,1453169345	0.333,0.333,0.333
gOBzWIY	pVs1rf3,bbZt8Si,FK2V2yz	1391296858,1982780813,1772620758	0.333,0.333,0.333
5PwzEDv	Nme1xRV,9A4O2VK,afPxUmj	2641366939,2302984081,2444685896	0.333,0.333,0.333
JpFh8Og	4MxpHK0,lLg0fap,KeM2edT	4264796001,1862457657,2770203055	0.333,0.333,0.333
pFtumiP	013lSzi,HK3qDic,Ku7kioI	620918405,1907476271,4107526383	0.333,0.333,0.333
fo2Wcn3	EzLXxyv,zbHkJui,Cw1Czj7	2186631505,3758475580,1370139978	0.333,0.333,0.333
bQF34eQ	ByU5ERp,30W26El,K153Fz1	3066950329,3112523914,3298971392	0.333,0.333,0.333
hqCJnGs	zHOz2gy,U4q9tiQ,be7jeNh	2161942736,3042552711,343659236	0.333,0.333,0.333
RFM3of3	OG6e1vi,oCXUTw5,oZyzPj2	4195121415,1461714027,2039770262	0.333,0.333,0.333
TdFL3wU	4tY5H6l,SgEgHLa,WYJFuoo	4156246981,2315347900,509709773	0.333,0.333,0.333
Mad26Ko	0TvEea2,XPL16Iy,w39lm8K	3076932044,53623928,432646585	0.333,0.333,0.333
qRik5Zq	lzBkzZa,hDxOGF8,waBckK7	362732674,64693472,1356807782	0.333,0.333,0.333
HmDAPe6	2ySWsuV,XZlUv85,qRFN982	2540472742,4215319569,811752528	0.333,0.333,0.333
hbxWV2c	0hdIhf0,2dLZD1q,nfQzbQd	4110254920,915115230,2182201073	0.333,0.333,0.333
2FxYrSL	UxH0fxl,CsDQIu5,5XD5RkF	3556844585,3517129228,2091158569	0.333,0.333,0.333
dpeIEUD	sqXZM0C,0EzpBGi,ICdZmEg	3037358589,1898035090,1110558739	0.333,0.333,0.333
6uJoz4l	T84AkQo,0ndwyb7,HmOFQvb	1834035320,3613146588,3278484123	0.333,0.333,0.333
vHxebDs	g9gOHoW,MQKV0ZT,4Ux5Sqg	3689591974,405830005,4142507062	0.333,0.333,0.333
2NpPNxK	uXPReSO,ou6vHH3,5Y96Z3A	3250661691,4269673124,4148311819	0.333,0.333,0.333
Z32L534	l5urBCb,wYwL1d2,xu9Tsgp	2905328485,1411931455,1190007077	0.333,0.333,0.333
NmZzTsA	ewihV10,PhmAbjV,Lr59URW	3656567648,876348447,1868640359	0.333,0.333,0.333
XO8g4Gf	HjrpHzG,g0r8TaC,G2dZQsx	767219711,1798370379,3990277183	0.333,0.333,0.333
8EdYXvh	gDynxYO,Js72oKc,H37yAwP	142502900,3297843750,3806437965	0.333,0.333,0.333
w6kLPx8	692zbYf,HHej8if,h40MwMh	2987827260,4023537632,417457390	0.333,0.333,0.333
tXiOCby	gDV7479,S38bpsD,SmD4IwL	2210359734,738776003,2798445534	0.333,0.333,0.333
mXY029J	jCP8E8u,mAmMsDI,HpM7oXV	3568813992,1728128408,2420521371	0.333,0.333,0.333
OKcqdbS	Ubj2JCe,M4dsmxc,HZBfvBk	2761591237,1634520075,1520966796	0.333,0.333,0.333
WZ0UnP9	pFDGij1,nyC7gyP,MipzO8H	2283084263,760955915,3796253105	0.333,0.333,0.333
AJzGEEY	497xuU6,rWq8jgZ,AVSeQXe	990273655,3469437380,779105581	0.333,0.333,0.333
WAd8EBp	Q13r8DT,voVjnAP,EU1zRiS	3543775582,3802287108,2859460071	0.333,0.333,0.333
f5wm6La	0sqMyQD,RKXmia9,b8XrsQ0	1676957043,3882271492,3316772659	0.333,0.333,0.333
m7fwlWa	niYxF1c,slzHlYS,F2O8KFx	829653663,1814989364,3895366612	0.333,0.333,0.333
iu22LTu	ueCP7KL,AsXz82W,fn0YEwX	2462371266,1356193394,3872943193	0.333,0.333,0.333
OS0YBje	nhz4z4n,0K6tNnG,pWWLGyP	1956319665,3439985232,1531173633	0.333,0.333,0.333
CKGwhzQ	A99GFCy,pGeowks,GdeAWB6	2381743928,1424430614,698835962	0.333,0.333,0.333
IFnXTox	kkbwDy3,UYfXNDi,DCerrF5	107574893,2400951553,2811601891	0.333,0.333,0.333
QKmg9JV	4JrQF8c,M3pYU42,KxdJDj2	711293606,3513445614,2819572280	0.333,0.333,0.333
rUrzdOM	k0yCgy2,Z47OA8L,RjRb8mw	1603463108,979136516,1038539839	0.333,0.333,0.333
TxPgQJD	R6lUJYv,CN2w8DO,dmDSPXC	1377019412,1301730265,3079532024	0.333,0.333,0.333
G0ree4U	NkWfNsF,XPQtc12,w8apQMc	3051580001,1856774282,474181327	0.333,0.333,0.333
NIzoEQu	z3Jih7G,vO8H6Ff,MMbvDqM	2316465427,1685507991,3015886905	0.333,0.333,0.333
H2fghql	YSwCQdZ,joSugFk,mSqT3vt	3263582610,4285778568,134320959	0.333,0.333,0.333
cDM1YoE	ZvB00h6,dMEcdio,akoTKcP	3928698528,2158071577,4278366176	0.333,0.333,0.333
kEpTUzG	8bhwnvD,s3vshqf,WRlkzA5	1784657055,3896108399,445368785	0.333,0.333,0.333
yeFI4v7	dvWGLAE,YnnFv0d,zH4LdeA	3140721191,1993607890,1611638201	0.333,0.333,0.333
99NvuLP	DbtJP29,fCvBVML,mBRZWSu	1268281298,2924699123,358686286	0.333,0.333,0.333
d1Xx11J	slheol5,acvcj29,N9FtapF	3046949628,97385667,2873057621	0.333,0.333,0.333
S3GQ6QZ	5wSfmYy,y4XyyOg,vNL1NFF	3662291876,3863027782,2947709030	0.333,0.333,0.333
j0nyPTp	mqn5AiX,nvKxlYJ,O15NnBX	3889008097,955558924,360334401	0.333,0.333,0.333
2tQcvwb	nE6V5hy,zyij6RG,TnzGJjP	1682334593,4257712226,1554529812	0.333,0.333,0.333
6VZ3K6a	zq24jsW,2marzBW,xI7R1PB	2635984953,2290234761,3266310784	0.333,0.333,0.333
B5gJPxW	7wUo0DS,F2s6Ec7,bHatmef	528709538,1369626040,3976403006	0.333,0.333,0.333
SEVffmR	xaa5e6A,NEgWde7,z2j3o5U	420163880,2537502385,2175356595	0.333,0.333,0.333
L2We7tY	S6sQDxW,8ibaRY6,to1U5yj	4021852852,3431200122,1245426458	0.333,0.333,0.333
I4cV7XJ	YWKQsE6,oQuP8sH,9Dk0QVY	2098589858,1994750806,2644866412	0.333,0.333,0.333
BZ1vuxK	MV1aVzQ,O5pVBZE,fEK2qXO	4118693589,151617487,2119661804	0.333,0.333,0.333
EQO2Z7v	6Sv9bvx,T1wl9w4,eyDu8DW	1196553448,2088396928,2409905744	0.333,0.333,0.333
Y2FQKEY	MOujLag,vdV6mmW,UgK4TS9	184068397,1431643837,1770273673	0.333,0.333,0.333
9sga853	Jpn28CF,qPbGyYO,pXMnpjn	1419336978,3368949638,868321608	0.333,0.333,0.333
Lm7jvwQ	ANasnEb,0bbIV3C,avnoeJR	3642971436,2690816811,2726384078	0.333,0.333,0.333
sSvy9mB	Csl5ncg,nrwMQmc,JA7WfEF	1389671909,2357201890,4241109678	0.333,0.333,0.333
dD49vkV	13EU3l6,LBLh8l1,YfPcI92	1657948780,1429229063,1615166306	0.333,0.333,0.333
MVXcRqN	ZcyNsYG,NE9GMPh,VATbIAu	4159176559,2468900886,281964808	0.333,0.333,0.333
7i9UJ6j	yygNPZm,LiWpjtO,WHX1bzL	4273872833,617432314,699193331	0.333,0.333,0.333
7Ibi2Uj	NYC5okW,nD2hbLO,nP1lYo8	2708275704,4142042235,2082782475	0.333,0.333,0.333
QUx7gOY	bzXjfA8,qwnRGdL,IyiMdwN	2263484415,1179003348,2961033422	0.333,0.333,0.333
3hI2tph	dwTk7QH,6vsdhXP,gbp0Jqj	602113752,546287551,3525797200	0.333,0.333,0.333
Owb3kN2	6CPh4Vm,EIKdMgr,EszUb3x	4204202627,4220121411,650014892	0.333,0.333,0.333
YRykHE6	aaDuWkV,H8uQxtE,1h9I4uN	314719996,2470404232,3029653083	0.333,0.333,0.333
TETOVnE	bhW7Ome,6ffPRJt,vBcTBGk	940958196,1494197764,1827842868	0.333,0.333,0.333
yCdrsqW	DMFtV2g,NxPLal1,SMmjwLg	3768484081,1826711651,2638459411	0.333,0.333,0.333
Jvsv19p	EU6z0WD,GXm2LQK,Bv4Mkto	65027293,2982695810,3003306860	0.333,0.333,0.333
NzFp1h9	ssk6wv8,ej1tXum,lkxv18g	1761157904,719130381,2334889235	0.333,0.333,0.333
qRPArNW	WLXgI7b,uEZLnWz,oxR9vDx	763913410,2490900820,956280696	0.333,0.333,0.333
rj2HuWm	KDQsYJS,zvIdAuJ,MHZwcOY	909636683,20238352,702924585	0.333,0.333,0.333
3QUy5Cw	6HPR6ix,810x9ak,YZb2ZEX	3308144715,3071813514,3957223336	0.333,0.333,0.333
oqeVDUo	XS9zA1e,wrfop7v,K0wfJzj	2469290681,1793942854,969760246	0.333,0.333,0.333
1vgCoIk	YbDHLAs,dt7qbIk,nZY4ISr	20186948,3627010622,1007079563	0.333,0.333,0.333
kbmqEn0	gGP0CtW,EHrvydL,Q960Oie	3146570068,2066949540,764358946	0.333,0.333,0.333
UqDXsAM	DJAFZen,n5c9N31,yxwOhdD	2837945784,819577978,3289493888	0.333,0.333,0.333
wCE0WMx	PpYTqfe,Gdoc4bq,mk4j6BT	662622361,1130509902,3186160375	0.333,0.333,0.333
0X8Sl2I	FLJHZ0f,HVLnnqx,oMdfdC4	1029684024,2842845057,2288098017	0.333,0.333,0.333
xbFa4Il	qIvrmqM,x4tsstD,xOmhViB	1819196981,3925120852,1004819111	0.333,0.333,0.333
S8xTBfw	ZZCL19E,FcCbklx,ABM3z1A	3618888223,3649344130,3294988312	0.333,0.333,0.333
o4G8YAG	1bQpXuN,oohzvvR,fbzfQcZ	309031572,3589078819,4007398484	0.333,0.333,0.333
hCTMvKk	7YJl7d5,rGYpqh5,i2qgE0T	487240155,3254798065,1162553252	0.333,0.333,0.333
331NIaj	Y0NsU9u,J2lUwtJ,Eu6kMmK	2839845994,3815823581,1889560964	0.333,0.333,0.333
KlXBVOI	SI8hzzh,akWLLlH,FCU5qb0	3033603347,3562588242,663734758	0.333,0.333,0.333
rxJ109G	nDPcZfc,v2YKpXG,9zFXqV2	1553747816,2841377817,2611076203	0.333,0.333,0.333
aGqrqJl	EyoeLPL,b2iHT5w,A2q3Egr	1674722541,1580324635,1366344951	0.333,0.333,0.333
RN6JNTy	RIbfV02,LtUeKva,ySBOH0V	3261639946,1521638741,2190109566	0.333,0.333,0.333
pKoykhE	GdwXfjV,QVXiMSG,oXB83io	3492489219,3609481292,2948978354	0.333,0.333,0.333
moISLXs	zYN31e5,a4gcD0f,xibi6SQ	430612650,3862735800,2893174229	0.333,0.333,0.333
SET2BOI	ABw7suP,qtqCDXQ,gfXIRLn	2273004637,2653534155,3285078790	0.333,0.333,0.333
518OF2o	D84nCYI,jARwMiT,HaJI5TL	3768711748,3084809734,2793432114	0.333,0.333,0.333
Jye4kmj	crezFcK,CJN1On1,RkUVk3A	1543442918,4145701410,45787128	0.333,0.333,0.333
Kf1c1AI	nvHF5a2,AK6LTgB,j9hNE1B	3755495311,1801538894,1778535634	0.333,0.333,0.333
EOQKVyN	WwK71Km,toZvpxT,AASTcet	1145635335,2968992472,2907735174	0.333,0.333,0.333
mKRMVkO	rbWOyVH,ts71W55,rwYop86	189540824,2404803825,3134470875	0.333,0.333,0.333
3mnOabH	KXiXqBH,GWMNP7d,kcViPV5	1090172951,3976680900,3327815046	0.333,0.333,0.333
BveIIB7	ZCFhBKX,kPRi0Tn,bFnbCJO	1885589322,4005199970,911410950	0.333,0.333,0.333
WyAxMnn	noQaxao,I463olh,X6qkvAu	1129728791,2461142341,1233851059	0.333,0.333,0.333
WuNAEqs	U4CjqrF,yE2gRyN,pFO4inC	515586153,933733974,1477617496	0.333,0.333,0.333
J3TESFT	es8gVCS,2qNOtM5,Hf9iZno	443570519,3683193611,2907022442	0.333,0.333,0.333
cTojl4b	O4sfdss,DyeG00L,buOm4Qh	1134780633,3526527155,3338676215	0.333,0.333,0.333
WdEDS4S	PQxDWje,Um1SmnE,wSWRjOk	3625326171,1548873042,420168529	0.333,0.333,0.333
DNqu6WR	S2EEMVa,VlqRxmd,JD4xF4y	10050123,399351006,3494890312	0.333,0.333,0.333
b9UhSES	vvxihOK,wJmndwo,UZ36px4	3622151334,3295154778,663478932	0.333,0.333,0.333
GJvFjo0	wrNF1ZQ,9swlNgf,RWdDQKa	1751848231,2530494071,1669776436	0.333,0.333,0.333
LSRPVCL	tHGKv73,JJgCI9N,z1XILSF	2989846462,353819117,4254608295	0.333,0.333,0.333
aZWDeVL	3Y0GmvB,wqQOouV,lATQiP4	2045297565,3689690472,1624310995	0.333,0.333,0.333
kmm1abv	x5eKkkk,EP1T4Du,uZhpya9	324761611,3188833732,3232060739	0.333,0.333,0.333
5qjyUxt	dFftQp3,wReBHtm,QCJHWi0	652250421,4181114267,3242951598	0.333,0.333,0.333
9d4GgUw	T9NjUSx,36Ld7gJ,a1YJkPF	1197356011,3966312511,3524472613	0.333,0.333,0.333
N9WSAUv	l8N2Kru,J9mNM7t,8jT3CQw	2355363891,728686177,1263633621	0.333,0.333,0.333
PZ5X6Us	cil0wkK,6pwdcul,TNUouzE	522060369,1281690166,420459345	0.333,0.333,0.333
OTI5pIs	KoWjdkm,jYkAr2N,OcZfThH	3948721233,1438779487,3199874658	0.333,0.333,0.333
p4tEfu6	NmwzHi7,AfLwyuG,CLdloju	3654344557,2863200739,672796462	0.333,0.333,0.333
pmHg4lJ	JBsc5ec,gWlmhCY,OV1KpBn	3121022275,2112760212,3488602774	0.333,0.333,0.333
7yJopsR	1xddPIa,O1cqheM,Vcv8uce	100356533,926966899,3141551657	0.333,0.333,0.333
JL62UpK	lXodBSh,PHWUCvG,uLT7E4e	2391042414,235267520,691608830	0.333,0.333,0.333
RjXCm1B	PHhHpOr,oP8cSyJ,neSxTpZ	4127818040,790421011,2505943761	0.333,0.333,0.333
KbXkeZJ	c0YZHFi,JOOKYay,wKz0EsC	1637442096,74713146,3819728488	0.333,0.333,0.333
b8gKbCj	ARtpW5J,GmIQIhm,ZEaUCYv	180533811,1912456447,3497545185	0.333,0.333,0.333
ta6euNv	Fhih5M3,j7IusBC,9QbdISz	3730847363,1294697867,1895219829	0.333,0.333,0.333
Jy03bjZ	Ukvzg96,AKt6jxj,Fp0mgr0	1527124200,3229611728,3509856459	0.333,0.333,0.333
rq9Xkg9	aRxMWL9,gXFLm6z,uHU0qTe	2394760029,3147195253,2162525349	0.333,0.333,0.333
