ID	MaternalHaploPop	PaternalHaploPop	HaploSeed
eNZukX4	MHDBP000022	MHDBP000022	2197176278
1DpPzuz	MHDBP000004	MHDBP000004	1460200845
yxhuuYA	MHDBP000022	MHDBP000022	4096862160
M3f5yuB	MHDBP000022	MHDBP000022	2066630109
bSECE91	MHDBP000003	MHDBP000003	1222455480
w8Yqb6c	MHDBP000022	MHDBP000022	1239441216
FgAqzz4	MHDBP000022	MHDBP000022	2373696393
sHKmVg2	MHDBP000022	MHDBP000022	2411887120
sYUEWQz	MHDBP000022	MHDBP000022	1781535208
odJhUs5	MHDBP000022	MHDBP000022	3120576674
dSXQnza	MHDBP000022	MHDBP000022	1107731221
YfFkd5p	MHDBP000022	MHDBP000022	4129310444
OXjhjMH	MHDBP000022	MHDBP000022	3397594725
8AVzSgj	MHDBP000022	MHDBP000022	3658314353
U94dZbt	MHDBP000022	MHDBP000022	1939077230
gJvcQV9	MHDBP000022	MHDBP000022	3278141952
Ai1pQa2	MHDBP000022	MHDBP000022	4102113650
EzBqdzh	MHDBP000083	MHDBP000083	1794375695
fBWd4aC	MHDBP000022	MHDBP000022	3842920184
8BDsY6q	MHDBP000022	MHDBP000022	1785839637
LY9Pca9	MHDBP000022	MHDBP000022	2335369940
utQyWYB	MHDBP000003	MHDBP000003	3233128415
vbwEcVM	MHDBP000003	MHDBP000003	2609661298
W9qGwa0	MHDBP000022	MHDBP000022	3512993693
hCmFQoG	MHDBP000043	MHDBP000043	3036255046
ij44oZl	MHDBP000022	MHDBP000022	320521866
6HzIgzI	MHDBP000004	MHDBP000004	3155036468
Y6sg31Y	MHDBP000022	MHDBP000022	1106903705
Zrj39rz	MHDBP000011	MHDBP000011	3758053614
dXuBvXG	MHDBP000042	MHDBP000042	1483285255
NWZAkwV	MHDBP000022	MHDBP000022	3894704306
CFQNSKb	MHDBP000022	MHDBP000022	2154979853
hu1BE99	MHDBP000022	MHDBP000022	1830506885
1U2c459	MHDBP000065	MHDBP000065	2483234490
xYGtitx	MHDBP000022	MHDBP000022	2639997975
xMtdA49	MHDBP000022	MHDBP000022	2382015749
IeJppfj	MHDBP000022	MHDBP000022	1372257117
guPXQHG	MHDBP000003	MHDBP000003	399072220
NUm4Vp7	MHDBP000022	MHDBP000022	3400081448
TRbzdGE	MHDBP000022	MHDBP000022	1746069261
aus0urL	MHDBP000022	MHDBP000022	542253717
YsUpn4L	MHDBP000022	MHDBP000022	3197924943
u80510O	MHDBP000065	MHDBP000065	1163207046
SEtpiMg	MHDBP000003	MHDBP000003	1117508031
Wzf1Uj5	MHDBP000022	MHDBP000022	4261999142
rKVvGfe	MHDBP000065	MHDBP000065	1275974863
Ofore0A	MHDBP000022	MHDBP000022	1038622785
wxSQeNk	MHDBP000022	MHDBP000022	277867063
7R75zMM	MHDBP000022	MHDBP000022	3058664640
Kf9SN3r	MHDBP000022	MHDBP000022	2335517224
p4V17Gt	MHDBP000083	MHDBP000083	3044367024
G1ZdQAi	MHDBP000022	MHDBP000042	1375611856
QA5e6IE	MHDBP000022	MHDBP000022	3501274980
Qjs8Anc	MHDBP000065	MHDBP000065	924850641
LiSZkzz	MHDBP000075	MHDBP000075	2495125359
RZoI72l	MHDBP000022	MHDBP000022	1161316657
OaFIPR5	MHDBP000022	MHDBP000022	105785038
GXT8vcz	MHDBP000075	MHDBP000075	3698503195
6ZZjXDJ	MHDBP000022	MHDBP000022	4043836766
wFHFhZ7	MHDBP000022	MHDBP000022	3084825681
cM0uTIh	MHDBP000022	MHDBP000022	131607040
OvrfiAK	MHDBP000022	MHDBP000022	814654451
Y16Qvqr	MHDBP000077	MHDBP000077	1888149806
CRNVeuR	MHDBP000022	MHDBP000022	3341710077
eLUPUDe	MHDBP000022	MHDBP000022	2516542281
ErqfNgJ	MHDBP000022	MHDBP000022	772001375
IvhLo8F	MHDBP000023	MHDBP000023	2812866238
KkLcYhq	MHDBP000022	MHDBP000022	3294869502
BfvjkEZ	MHDBP000022	MHDBP000022	99877171
FThglL2	MHDBP000004	MHDBP000004	1426148974
14dLwrX	MHDBP000003	MHDBP000022	2090282637
I2MoM0U	MHDBP000022	MHDBP000022	1511399023
d2oEMgg	MHDBP000022	MHDBP000022	1844929858
qanOlF3	MHDBP000022	MHDBP000022	883084927
0WcgO9U	MHDBP000022	MHDBP000022	1437028258
vJOTIpo	MHDBP000022	MHDBP000022	1145402144
eilqUbA	MHDBP000022	MHDBP000022	1819778470
OXXR8zm	MHDBP000022	MHDBP000022	2155881355
jELLogB	MHDBP000083	MHDBP000083	1687163308
cextPBW	MHDBP000022	MHDBP000022	3681876085
hbIyxUW	MHDBP000031	MHDBP000022	388602505
7NrdZPG	MHDBP000022	MHDBP000022	1502437154
6swebUu	MHDBP000042	MHDBP000042	867439418
VaJquVa	MHDBP000022	MHDBP000022	1505712742
4RUxCRC	MHDBP000022	MHDBP000022	4269143083
opRdmaQ	MHDBP000022	MHDBP000022	2226060045
DUkL4OP	MHDBP000004	MHDBP000022	2539584601
vFFAZ11	MHDBP000022	MHDBP000022	4046480900
86bD8DA	MHDBP000022	MHDBP000022	1137847683
SEyn3Ck	MHDBP000022	MHDBP000022	1584653347
I3Trzro	MHDBP000053	MHDBP000053	1582341718
u9Y9bPX	MHDBP000022	MHDBP000022	3346432776
AnO6r5T	MHDBP000022	MHDBP000022	757618232
tQ5hXGn	MHDBP000022	MHDBP000022	2402753255
b4e6D1u	MHDBP000022	MHDBP000022	3625549503
BZJOaaw	MHDBP000083	MHDBP000083	1521371534
0Bn1rB6	MHDBP000022	MHDBP000022	1346661404
ptARvhh	MHDBP000005	MHDBP000005	2804144158
9QRXJFT	MHDBP000022	MHDBP000022	3946971029
xzR78dB	MHDBP000022	MHDBP000022	2526991229
kLshRwu	MHDBP000032	MHDBP000032	2518055824
X1lvbhM	MHDBP000022	MHDBP000022	2420206082
BH98BBI	MHDBP000022	MHDBP000022	215706005
5bWjQRa	MHDBP000065	MHDBP000065	841512182
CKD131c	MHDBP000022	MHDBP000022	1959799413
fnRPHaa	MHDBP000022	MHDBP000022	4042703153
TfcIc1p	MHDBP000083	MHDBP000083	800577972
xYmiUTi	MHDBP000022	MHDBP000022	3490150517
JMQm7AO	MHDBP000004	MHDBP000004	4133086082
PVb5nHj	MHDBP000011	MHDBP000011	4052369271
zQGNBuW	MHDBP000022	MHDBP000022	3480416120
VlxFeYA	MHDBP000022	MHDBP000022	2066574553
xR4Z61T	MHDBP000083	MHDBP000083	2812057299
cAmDGLw	MHDBP000022	MHDBP000022	2413037946
Y3dLPT2	MHDBP000022	MHDBP000022	2844506677
ITAEas6	MHDBP000022	MHDBP000022	1543326370
2F44W2T	MHDBP000011	MHDBP000011	915100387
VrYsuFY	MHDBP000083	MHDBP000083	1467611929
MvPJAYF	MHDBP000022	MHDBP000022	425391348
pHxvboc	MHDBP000053	MHDBP000053	3656708316
Fsf4xhV	MHDBP000022	MHDBP000022	3031311375
QmjxNUC	MHDBP000022	MHDBP000022	1003590697
uTNrYaY	MHDBP000022	MHDBP000022	2148520268
3Z21OGt	MHDBP000011	MHDBP000011	3226713439
u4JtVdY	MHDBP000022	MHDBP000022	2092450040
GWuU3j1	MHDBP000022	MHDBP000022	1015059436
ZvBEGRl	MHDBP000022	MHDBP000022	2564890483
ggJrHRs	MHDBP000022	MHDBP000022	971778972
wMDORb3	MHDBP000003	MHDBP000003	3692792285
dke3mNK	MHDBP000032	MHDBP000032	105535419
vl2AD0e	MHDBP000022	MHDBP000022	3972028404
mUg9vf6	MHDBP000022	MHDBP000022	1056993152
m2HChKh	MHDBP000022	MHDBP000022	3725723887
rJeSBW5	MHDBP000022	MHDBP000022	2366288097
1DN0wRp	MHDBP000022	MHDBP000022	681644622
D4qrBqE	MHDBP000022	MHDBP000022	2467685249
WXvg2Y4	MHDBP000022	MHDBP000022	1343667196
KjhEfuG	MHDBP000022	MHDBP000022	1484489275
2448oms	MHDBP000005	MHDBP000005	2621332805
eOcyXFl	MHDBP000083	MHDBP000083	1819969445
iqhqMgw	MHDBP000003	MHDBP000003	1663887321
CK0XIUr	MHDBP000022	MHDBP000022	2968929101
bO38RuK	MHDBP000022	MHDBP000022	2111347162
lIZyh2w	MHDBP000042	MHDBP000042	3499310512
Q2DOMHF	MHDBP000022	MHDBP000022	4187313479
vcPIn7j	MHDBP000022	MHDBP000042	68437998
3Biiiwi	MHDBP000042	MHDBP000042	3447105012
ZzJfQ9E	MHDBP000022	MHDBP000022	1345126038
DFPf7qy	MHDBP000022	MHDBP000022	3166983974
8eivt4S	MHDBP000003	MHDBP000003	1442827885
XB7wMEb	MHDBP000022	MHDBP000022	4130867373
1oPdRTB	MHDBP000031	MHDBP000031	716133409
psGoQyh	MHDBP000022	MHDBP000022	4195472343
dX2ROeA	MHDBP000022	MHDBP000022	4256915834
eZMWR0B	MHDBP000022	MHDBP000022	2680448797
LGZ4vHI	MHDBP000022	MHDBP000022	1177924185
TQF5zB7	MHDBP000022	MHDBP000022	2810817428
6um4Yw7	MHDBP000004	MHDBP000004	395570202
OkpbUFi	MHDBP000033	MHDBP000033	133566789
x89D7fP	MHDBP000077	MHDBP000077	2294750891
4nl1lRg	MHDBP000022	MHDBP000022	4183790101
mAZICfU	MHDBP000077	MHDBP000065	2701485391
aSx7yuA	MHDBP000022	MHDBP000022	425966121
Jf0fNYH	MHDBP000022	MHDBP000022	610623274
mFfueFP	MHDBP000022	MHDBP000022	804579825
xAbFkzg	MHDBP000022	MHDBP000022	3977802830
8PjX5td	MHDBP000022	MHDBP000022	3349545854
7Kaubs8	MHDBP000003	MHDBP000003	1758079389
qTSyLOs	MHDBP000023	MHDBP000003	3706902044
W5RNxoC	MHDBP000083	MHDBP000083	2485324935
bbcPptA	MHDBP000022	MHDBP000022	1069256684
IhGwKbg	MHDBP000022	MHDBP000004	2087497125
cHqgPTU	MHDBP000022	MHDBP000022	207423072
Pscy4yj	MHDBP000022	MHDBP000022	564286880
I7q9B9g	MHDBP000022	MHDBP000022	3487091770
PL1RAkL	MHDBP000083	MHDBP000083	2970086214
5svJg4x	MHDBP000022	MHDBP000022	807881186
tfvoBv7	MHDBP000011	MHDBP000011	4045970033
x9dLJcJ	MHDBP000003	MHDBP000003	3168040724
jDJYmjK	MHDBP000022	MHDBP000022	3964475316
KckWTpv	MHDBP000077	MHDBP000077	1444757292
u3teO1A	MHDBP000022	MHDBP000022	3420339170
e6inz7M	MHDBP000022	MHDBP000022	861472590
oy0gqFn	MHDBP000065	MHDBP000065	2148695677
WLFSxH4	MHDBP000022	MHDBP000022	1314644903
DBGYfnG	MHDBP000022	MHDBP000022	2842006333
wg6VXKO	MHDBP000022	MHDBP000032	3458994042
WlAH3y9	MHDBP000022	MHDBP000022	1771400213
RMUm6YW	MHDBP000023	MHDBP000023	1311912175
Fdzmt8F	MHDBP000022	MHDBP000022	415214113
pfx0pXk	MHDBP000023	MHDBP000023	2114811513
NhlWiRI	MHDBP000022	MHDBP000022	3554469646
KvKjQlF	MHDBP000022	MHDBP000003	2058495334
Pdv03w5	MHDBP000032	MHDBP000032	3082153621
BJTJPNu	MHDBP000083	MHDBP000083	860347477
f7JoOWg	MHDBP000022	MHDBP000022	1265795219
1TKLkTJ	MHDBP000022	MHDBP000022	4252935288
7PchxM1	MHDBP000004	MHDBP000004	269907661
VVRuHLr	MHDBP000022	MHDBP000022	3844572505
7YUpXrC	MHDBP000022	MHDBP000022	3051001844
MDTNrOo	MHDBP000042	MHDBP000042	2492407051
YqbfbCR	MHDBP000075	MHDBP000075	3158614226
JYgoWiE	MHDBP000022	MHDBP000022	1208822952
jjFv2YL	MHDBP000022	MHDBP000022	3515923848
SOQl6jh	MHDBP000022	MHDBP000022	2230454915
WMA3AME	MHDBP000004	MHDBP000004	568260828
bP4SAk2	MHDBP000022	MHDBP000023	4064190692
vDoEZQu	MHDBP000075	MHDBP000075	2219951690
BpPbJsB	MHDBP000023	MHDBP000023	2680313453
iIYvKgZ	MHDBP000022	MHDBP000011	3362455408
hy5wgtf	MHDBP000022	MHDBP000022	1911065226
X0MMmeu	MHDBP000022	MHDBP000022	3438166046
3uu3K12	MHDBP000022	MHDBP000022	2204628687
TGiNlY8	MHDBP000022	MHDBP000022	1161698755
ipKgPz3	MHDBP000003	MHDBP000003	3469867581
fULtZrP	MHDBP000022	MHDBP000022	171987387
gZFwXO9	MHDBP000022	MHDBP000022	2451993588
8arSstm	MHDBP000022	MHDBP000022	3015264961
hh3zogC	MHDBP000022	MHDBP000022	3143806777
f31JNNp	MHDBP000022	MHDBP000022	3967188803
879ISkL	MHDBP000022	MHDBP000022	1239645273
NqIutvt	MHDBP000022	MHDBP000022	3103937146
ncGQHfI	MHDBP000022	MHDBP000022	4131568151
eXaqA9j	MHDBP000022	MHDBP000022	1853135672
3mzUKbI	MHDBP000022	MHDBP000022	4156282915
RfpOhy2	MHDBP000022	MHDBP000022	892594408
30GpYOe	MHDBP000005	MHDBP000083	1736831134
BrdlLAo	MHDBP000042	MHDBP000042	1970703193
rQimxVG	MHDBP000022	MHDBP000022	98140228
VHVDNm3	MHDBP000004	MHDBP000022	3144404745
bP9tjlf	MHDBP000022	MHDBP000022	798952967
CBpLep6	MHDBP000022	MHDBP000022	2147372808
mfzp2wy	MHDBP000022	MHDBP000022	4023575828
8MQGT5H	MHDBP000042	MHDBP000042	1583507861
tuW3t1v	MHDBP000022	MHDBP000022	1281785579
iq4kvPG	MHDBP000022	MHDBP000022	4226925970
0FRPdOB	MHDBP000004	MHDBP000004	1003941295
cZC0oTK	MHDBP000022	MHDBP000022	2960664489
8PDS02l	MHDBP000022	MHDBP000022	2011901034
bkL8bHH	MHDBP000022	MHDBP000022	2656538666
hyEW4cC	MHDBP000022	MHDBP000022	2335293297
so5ocpC	MHDBP000042	MHDBP000022	3138583719
VxWNDzE	MHDBP000022	MHDBP000022	1803757007
ZDmS9vB	MHDBP000022	MHDBP000022	4141590238
BsKSoxM	MHDBP000003	MHDBP000003	4265045336
9ukhLb0	MHDBP000022	MHDBP000022	236175997
uE6W1bI	MHDBP000022	MHDBP000022	621753930
xM7nrfY	MHDBP000004	MHDBP000033	2925134176
UIPaKA9	MHDBP000004	MHDBP000004	730691671
6vfs1IM	MHDBP000042	MHDBP000042	3331515512
oibgfoj	MHDBP000004	MHDBP000004	3851409110
zK29ZJa	MHDBP000022	MHDBP000022	1402808914
uLF5XUB	MHDBP000083	MHDBP000083	383724952
TCVugR1	MHDBP000022	MHDBP000022	794329292
EGnO1DQ	MHDBP000004	MHDBP000004	2063072843
RzFCpo2	MHDBP000003	MHDBP000003	2508124701
SMi7KWL	MHDBP000075	MHDBP000075	2461068064
1cELKGi	MHDBP000022	MHDBP000022	3372591733
Qc3dhL4	MHDBP000022	MHDBP000022	1251252843
6CNUODG	MHDBP000003	MHDBP000003	3015391966
SxC2tdG	MHDBP000022	MHDBP000022	1112165419
kfa1u92	MHDBP000022	MHDBP000022	1907534771
HUQqYEO	MHDBP000004	MHDBP000004	1395595039
hbkysxj	MHDBP000033	MHDBP000033	1358052448
BtCXLdo	MHDBP000077	MHDBP000077	3928586372
IczeE1T	MHDBP000023	MHDBP000023	3543381928
AKbKsr0	MHDBP000022	MHDBP000022	1140084922
VVTmzMu	MHDBP000022	MHDBP000022	3773670316
TbzhHsK	MHDBP000004	MHDBP000004	3246548251
uJ5qAAu	MHDBP000065	MHDBP000065	1940304387
nkcKAMI	MHDBP000032	MHDBP000032	2928047788
OygmBp2	MHDBP000022	MHDBP000022	3045667603
PsL9yxd	MHDBP000032	MHDBP000032	810542142
INpbDC9	MHDBP000022	MHDBP000022	2065877653
FBILxqn	MHDBP000083	MHDBP000083	219595468
Unt3xEJ	MHDBP000022	MHDBP000022	350376664
AZLzTuN	MHDBP000022	MHDBP000042	1610114913
CPOaS3O	MHDBP000022	MHDBP000022	3808515457
9KynpQw	MHDBP000077	MHDBP000077	1379883825
X6x6sHU	MHDBP000022	MHDBP000065	2603381064
U2mSmus	MHDBP000022	MHDBP000022	949627414
vcQGH4O	MHDBP000032	MHDBP000032	3210293617
7n6L8j3	MHDBP000022	MHDBP000022	828783945
z2MOu5I	MHDBP000003	MHDBP000003	119930628
XazTaUu	MHDBP000003	MHDBP000003	1428970114
RQZCoiX	MHDBP000022	MHDBP000022	223497601
RtAGRw8	MHDBP000077	MHDBP000077	2818937048
azS5wIa	MHDBP000022	MHDBP000022	4087307862
e3g3m3t	MHDBP000022	MHDBP000022	3399641480
D562u9N	MHDBP000003	MHDBP000003	3295160087
03FpvCN	MHDBP000022	MHDBP000022	3813785291
ICtkcYE	MHDBP000022	MHDBP000022	3494673142
SWdJ7xh	MHDBP000022	MHDBP000022	1755492366
zCibCKJ	MHDBP000022	MHDBP000022	3509002036
jMgxc02	MHDBP000004	MHDBP000004	3381987925
i1rR9Po	MHDBP000005	MHDBP000005	2108605499
TYHnsJN	MHDBP000022	MHDBP000022	2729109768
whyJVFU	MHDBP000022	MHDBP000042	1754543907
obLFNSl	MHDBP000022	MHDBP000022	431406398
ITZmGdV	MHDBP000022	MHDBP000042	1250340244
on3Zh4w	MHDBP000011	MHDBP000011	563271753
VzyvI96	MHDBP000004	MHDBP000004	3166878496
hUUUrn7	MHDBP000083	MHDBP000083	243117324
lmbIjY7	MHDBP000011	MHDBP000011	4124923221
QSG26mU	MHDBP000022	MHDBP000022	3691936302
TkAtbsz	MHDBP000077	MHDBP000077	3362146266
YHjVgIs	MHDBP000042	MHDBP000042	661747254
9UB4UXx	MHDBP000022	MHDBP000022	1496617243
TJOe13E	MHDBP000022	MHDBP000022	3406652605
u8sk45B	MHDBP000022	MHDBP000022	3282210701
n6BHTTB	MHDBP000022	MHDBP000022	3317974039
Xr2Qfg0	MHDBP000022	MHDBP000022	1878920098
ra67wEJ	MHDBP000022	MHDBP000022	4133131692
9gylmSd	MHDBP000011	MHDBP000011	202005335
DczwK52	MHDBP000075	MHDBP000075	1888128057
iXm9w7l	MHDBP000042	MHDBP000042	529479109
oqsmWRj	MHDBP000022	MHDBP000022	1400206754
BKhh0AN	MHDBP000022	MHDBP000022	2367556902
P73zjmc	MHDBP000022	MHDBP000022	1874698383
6K1Hz6S	MHDBP000022	MHDBP000022	1862935815
on3xcYa	MHDBP000022	MHDBP000022	338912318
HKLLGOZ	MHDBP000083	MHDBP000083	76232826
wnd75sg	MHDBP000022	MHDBP000022	1291874427
vGOdPqG	MHDBP000077	MHDBP000077	3748708034
rmiWR96	MHDBP000022	MHDBP000022	3278012064
v3hx02l	MHDBP000004	MHDBP000004	3174243393
L9SnLeG	MHDBP000022	MHDBP000022	137489862
HCIasTK	MHDBP000003	MHDBP000003	1755278076
Tmv5MiS	MHDBP000022	MHDBP000022	3238058039
1y69fd5	MHDBP000022	MHDBP000022	2814513138
9sf5oaS	MHDBP000022	MHDBP000022	1808253135
gbcfRMa	MHDBP000022	MHDBP000022	904248026
2O0bVdt	MHDBP000022	MHDBP000023	1151345317
QEfLWLs	MHDBP000022	MHDBP000022	2000367780
qzbWbBC	MHDBP000022	MHDBP000022	362293829
J5FmWJt	MHDBP000003	MHDBP000022	659121714
J1CnxLQ	MHDBP000022	MHDBP000022	1066272278
cOAz0X6	MHDBP000004	MHDBP000004	144738143
K83Faiv	MHDBP000022	MHDBP000022	839129761
JypcLeL	MHDBP000022	MHDBP000022	1905506467
bp9pNdq	MHDBP000022	MHDBP000022	3670009051
C5Lhqwe	MHDBP000022	MHDBP000022	1717945385
tieoqzz	MHDBP000022	MHDBP000022	2233827619
98ncDgj	MHDBP000022	MHDBP000022	2259818549
PpzNKTE	MHDBP000022	MHDBP000022	1495215793
tWEdTCW	MHDBP000022	MHDBP000011	636059285
bQikmwq	MHDBP000022	MHDBP000022	4035595358
ceDupOk	MHDBP000022	MHDBP000022	3274503403
tFGvT1f	MHDBP000065	MHDBP000065	1581345641
ZYCSVd5	MHDBP000022	MHDBP000022	1161246559
qm8fLty	MHDBP000022	MHDBP000022	3443422204
udZYenq	MHDBP000022	MHDBP000022	1555819439
lb8ALJK	MHDBP000003	MHDBP000003	2527820731
z4ngNWQ	MHDBP000022	MHDBP000083	1291966941
8ZiDM1o	MHDBP000022	MHDBP000022	3747418838
Y1BpBTj	MHDBP000022	MHDBP000022	3805388276
UQaniah	MHDBP000022	MHDBP000022	4048824322
YJQZfGZ	MHDBP000022	MHDBP000022	1415130101
WaciIZ7	MHDBP000083	MHDBP000083	1255658092
TT36DwH	MHDBP000022	MHDBP000022	463782135
dSGqReA	MHDBP000022	MHDBP000022	2559716765
OK2yE4y	MHDBP000011	MHDBP000011	3254965966
UFnpc0j	MHDBP000022	MHDBP000022	1617404364
yMWcyiF	MHDBP000022	MHDBP000022	838888403
Ty8zWpO	MHDBP000065	MHDBP000065	2186449734
x2wUXJR	MHDBP000003	MHDBP000003	4068884063
tfesOpr	MHDBP000022	MHDBP000022	1349479487
O2o3GbC	MHDBP000022	MHDBP000022	522402687
E6xnQsg	MHDBP000065	MHDBP000065	1904726873
LB0EMjL	MHDBP000005	MHDBP000005	650482208
3J6FwYs	MHDBP000022	MHDBP000022	1024833456
fr45HZ6	MHDBP000003	MHDBP000003	2996707221
qBRHxhL	MHDBP000065	MHDBP000065	3149455458
nGleYCD	MHDBP000022	MHDBP000022	3406879326
QFFyjSL	MHDBP000022	MHDBP000022	3739959898
1ACstQ6	MHDBP000022	MHDBP000022	3767357913
ylFVaoA	MHDBP000003	MHDBP000003	3754928173
WGUyUdi	MHDBP000022	MHDBP000022	3025898363
T0n5yDe	MHDBP000022	MHDBP000065	1155777948
rN8YMHo	MHDBP000022	MHDBP000022	2748885660
9LLT6fZ	MHDBP000022	MHDBP000023	2749402202
jhVwvuP	MHDBP000022	MHDBP000004	491632840
M47kmGd	MHDBP000022	MHDBP000022	1888244428
63kKUmv	MHDBP000003	MHDBP000003	4212712814
61aF4PA	MHDBP000003	MHDBP000003	3517416268
uPUPgbe	MHDBP000083	MHDBP000083	716956604
svyGjs0	MHDBP000042	MHDBP000042	580008825
7uyUWhe	MHDBP000022	MHDBP000022	3700058625
jDPkhuT	MHDBP000003	MHDBP000003	2150671956
gaHt5G4	MHDBP000083	MHDBP000083	3339806154
GUXGRu4	MHDBP000032	MHDBP000032	3063782976
qzB3GG8	MHDBP000022	MHDBP000022	1454607050
w5p1Iv8	MHDBP000022	MHDBP000022	3907491764
1DofVMy	MHDBP000005	MHDBP000005	2978572403
yb0j5ty	MHDBP000022	MHDBP000022	1519783744
yH9yUYj	MHDBP000022	MHDBP000022	2524625054
7BbMjCn	MHDBP000022	MHDBP000003	899665964
l59xzlx	MHDBP000022	MHDBP000031	3849616607
cOez3s7	MHDBP000022	MHDBP000022	93164991
nerFkF2	MHDBP000022	MHDBP000022	1007493933
7d4UKrX	MHDBP000033	MHDBP000033	1875815549
I48Gw1M	MHDBP000022	MHDBP000022	2704282381
TaoENij	MHDBP000022	MHDBP000022	122035473
6sUolWh	MHDBP000042	MHDBP000042	886717731
Mpv05vu	MHDBP000022	MHDBP000022	3260237537
vOVr9r9	MHDBP000004	MHDBP000004	2422605171
yWEmUGj	MHDBP000022	MHDBP000022	2109984364
RoxDpje	MHDBP000022	MHDBP000022	2921015443
4oL2JTY	MHDBP000083	MHDBP000083	2080935558
DeiQYvm	MHDBP000022	MHDBP000022	3096388999
TCsQQCA	MHDBP000022	MHDBP000022	2685337523
QNw4hwL	MHDBP000022	MHDBP000022	2546534218
Jf9sUcz	MHDBP000022	MHDBP000022	1389903197
sngssLi	MHDBP000023	MHDBP000022	3288960011
1LkGvKT	MHDBP000022	MHDBP000022	2256341654
7gjAtYw	MHDBP000083	MHDBP000083	2779941572
Quhabpa	MHDBP000003	MHDBP000003	574888103
7IAPcAG	MHDBP000022	MHDBP000022	3155416877
RJ8QsDh	MHDBP000022	MHDBP000022	4260537994
Nz2eOKo	MHDBP000022	MHDBP000022	3293637767
W6boB1Y	MHDBP000022	MHDBP000022	3870944399
ckLt5eL	MHDBP000022	MHDBP000022	1550165721
S89jzMZ	MHDBP000022	MHDBP000022	3045245129
Sx1DEr5	MHDBP000022	MHDBP000022	359076888
wO24RPa	MHDBP000022	MHDBP000022	3076499755
MzCUi7c	MHDBP000022	MHDBP000022	3027335247
iIsCkp0	MHDBP000022	MHDBP000022	2932884675
vOcXDzg	MHDBP000042	MHDBP000042	2833782942
L3F3nmo	MHDBP000033	MHDBP000022	3327944195
DpmihPQ	MHDBP000043	MHDBP000043	2013315121
topywNI	MHDBP000022	MHDBP000022	763694316
LtRhR4D	MHDBP000022	MHDBP000022	2490804697
Ljpik5Y	MHDBP000022	MHDBP000022	679189720
jhzuYB3	MHDBP000022	MHDBP000022	3802025934
mYvNWS5	MHDBP000022	MHDBP000022	2916040740
3NuUeoz	MHDBP000022	MHDBP000022	45882743
L0fy1NV	MHDBP000075	MHDBP000022	3504514131
FzVwm2b	MHDBP000022	MHDBP000022	1204927818
BTBjARs	MHDBP000022	MHDBP000077	4078748317
3krmTKj	MHDBP000022	MHDBP000022	3509053308
idtiVIf	MHDBP000022	MHDBP000022	1559505346
vYBZYN9	MHDBP000022	MHDBP000023	3292717346
K9JFlRm	MHDBP000023	MHDBP000023	2946414577
l51NRZY	MHDBP000077	MHDBP000077	106560703
AEuFFwG	MHDBP000022	MHDBP000022	468094687
BAxoWId	MHDBP000042	MHDBP000042	2117734499
XF0m5hd	MHDBP000042	MHDBP000042	1405070164
gJ9wM3c	MHDBP000022	MHDBP000003	2616110054
w6ogXxj	MHDBP000022	MHDBP000022	125567920
z0dLvMQ	MHDBP000022	MHDBP000004	3885081023
DlLvMfG	MHDBP000022	MHDBP000022	3188329524
YmAe8es	MHDBP000022	MHDBP000022	2535223336
tNdv1df	MHDBP000083	MHDBP000083	2441748148
eCtmbkN	MHDBP000042	MHDBP000042	2810897180
8sVmYAO	MHDBP000022	MHDBP000022	702347453
0qvflgn	MHDBP000011	MHDBP000011	2696577966
fbWC2NT	MHDBP000022	MHDBP000022	3540502738
x9HC3i0	MHDBP000022	MHDBP000022	3274107272
LSdyQeZ	MHDBP000022	MHDBP000022	2254007937
NVoRCs3	MHDBP000022	MHDBP000022	3818850675
NcJwvgn	MHDBP000022	MHDBP000022	3782605279
ll9JJUs	MHDBP000022	MHDBP000022	2178255918
OOUOrlu	MHDBP000022	MHDBP000022	2818459981
FRgYkRy	MHDBP000022	MHDBP000022	703107633
QTN7WPe	MHDBP000004	MHDBP000004	3331922845
4XltwZ8	MHDBP000022	MHDBP000022	209697219
5Ale32I	MHDBP000022	MHDBP000022	4125808898
RHaooaC	MHDBP000022	MHDBP000022	1692779857
gKzMXej	MHDBP000022	MHDBP000022	2548047354
3QXzzqA	MHDBP000033	MHDBP000033	975253842
qwSq9hH	MHDBP000022	MHDBP000022	755233066
3YgSijz	MHDBP000023	MHDBP000023	517066610
i2qvioS	MHDBP000083	MHDBP000083	3870461956
kbBLFW4	MHDBP000022	MHDBP000022	257834951
SyinOk4	MHDBP000077	MHDBP000077	3455520015
gotqDDi	MHDBP000022	MHDBP000022	1319261986
4ATgrW1	MHDBP000022	MHDBP000042	2930424036
U5YsiDH	MHDBP000022	MHDBP000022	2765247303
hBexkaH	MHDBP000022	MHDBP000022	424006369
DEMLaLt	MHDBP000004	MHDBP000004	2939402082
SoY1a7C	MHDBP000022	MHDBP000022	2303120909
QYWjgRH	MHDBP000032	MHDBP000032	245058810
8lRWDp5	MHDBP000022	MHDBP000022	3701751248
ujrD49S	MHDBP000022	MHDBP000022	2947652589
7mr1Xvq	MHDBP000043	MHDBP000043	2726520201
vu2KRCt	MHDBP000022	MHDBP000022	3827853478
oYsdud3	MHDBP000022	MHDBP000022	1067866881
HpLRnaD	MHDBP000011	MHDBP000011	2503526174
